tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_cal_10,tau_cal_11,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,tau_est_10,tau_est_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,
-7.34296,4.09516,14.4946,5.85415,3.51126,13.4191,-4.35339,1.939,2.57317,-3.67714,15.9694,24.6964,0,0,0,0,0,0,0,0,0,0,0,0,-0.00433005,0.747751,-1.53411,-0.0108441,0.745386,-1.51669,0.00506281,0.671605,-1.3799,-0.004154,0.805724,-1.39028,-0.127384,0.821171,-1.27669,0.105966,0.80338,-1.27949,-0.0639792,0.711027,-1.29668,-0.0422243,1.1343,-1.02839,0.41817,-0.0414791,-0.244539,0.414857,-0.233868,-0.271238,0.404423,0.166682,1.45746,1.15147,1.52904,-3.48532,
-4.05888,4.51916,6.86728,7.56367,2.96793,13.7376,0.178656,-3.04458,12.3187,2.26782,-31.8647,0.96296,0,0,0,0,0,0,0,0,0,0,0,0,-0.00746909,0.747296,-1.52695,-0.0140458,0.746592,-1.52099,-0.00441762,0.683506,-1.3946,0.00610761,0.841684,-1.41484,-0.0970198,0.829814,-1.37936,0.107645,0.808383,-1.27481,-0.0265537,0.657806,-1.20305,0.0284018,0.297233,-1.31359,-0.630115,0.0140641,0.909203,-0.63322,0.313181,-0.143451,-1.01537,1.18623,-1.29698,-0.757558,1.39634,3.34964,
-8.23004,1.89538,16.7172,5.21841,4.3246,16.636,-4.66473,0.152069,15.0698,-0.769904,-33.2407,8.52159,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094256,0.750522,-1.51858,-0.0160235,0.750488,-1.52463,-0.0149098,0.705264,-1.42112,-0.00430612,0.864944,-1.38815,-0.139573,0.789906,-1.22972,0.098416,0.823945,-1.23212,-0.0912345,0.713346,-1.16302,-0.011055,0.255893,-1.24198,0.779576,0.196897,-0.603766,0.782371,-0.206897,-0.398746,0.339538,0.212679,-0.635719,0.289977,-0.187018,-0.350681,
-10.3849,-2.77536,21.212,3.69393,3.87196,19.8501,-2.40974,2.16441,8.65629,0.110723,-25.4008,-3.91733,0,0,0,0,0,0,0,0,0,0,0,0,0.00954035,0.751778,-1.53865,0.00295378,0.741616,-1.53796,-0.00569977,0.695929,-1.4213,0.00376629,0.841078,-1.37418,-0.155585,0.69824,-1.18392,0.0937651,0.795323,-1.20206,-0.0413745,0.708049,-1.24938,0.0120924,0.329376,-1.41065,0.947674,-0.123067,-1.23776,0.945956,-0.667709,-1.00051,0.325549,-1.08934,0.58142,0.252517,-1.99479,1.39013,
-10.2075,2.67437,16.3072,3.98569,7.85762,24.1773,1.88877,5.62024,4.87421,2.35105,-21.5566,-4.81722,0,0,0,0,0,0,0,0,0,0,0,0,0.0213275,0.743706,-1.55952,0.0147786,0.724815,-1.56216,-0.00918952,0.665265,-1.39936,-0.00140113,0.793276,-1.34147,-0.159808,0.779541,-1.27684,0.0918858,0.84836,-1.14817,0.011405,0.733585,-1.28439,0.0256863,0.351887,-1.39827,0.178202,-0.511599,-0.552728,0.185605,-0.77284,-1.02362,-0.549873,-1.35462,1.05409,-0.62636,-1.97801,1.2316,
-10.7296,3.2604,15.0462,3.01706,10.0826,19.8441,2.3805,3.90663,7.39741,3.12539,-16.7272,-1.66104,0,0,0,0,0,0,0,0,0,0,0,0,0.024624,0.732679,-1.56414,0.0183877,0.707704,-1.57783,-0.0223796,0.644072,-1.38385,-0.0165399,0.758402,-1.32283,-0.161881,0.781982,-1.29156,0.0822772,0.871497,-1.22641,0.00982095,0.702754,-1.24585,0.0272954,0.423209,-1.33916,0.34313,-0.399075,-0.0395339,0.361357,-0.781079,-0.375315,-0.44325,-0.493914,0.140195,-0.519602,-1.24246,0.554755,
-11.467,5.9797,14.0776,2.06528,12.6266,18.1678,1.62926,3.7666,10.9857,3.64917,-7.2448,2.83413,0,0,0,0,0,0,0,0,0,0,0,0,0.0339216,0.72611,-1.56277,0.0257192,0.695705,-1.58018,-0.0281368,0.641413,-1.38743,-0.0233636,0.743529,-1.31848,-0.165396,0.828659,-1.30282,0.0743293,0.907644,-1.2513,-0.00772928,0.710303,-1.19832,0.032226,0.593966,-1.26551,0.36697,-0.246943,0.159837,0.442381,-0.705418,-0.0577069,-0.368612,0.0162384,-0.425196,-0.430357,-0.713565,0.0574384,
-10.6185,6.73559,13.4791,2.43903,12.8439,16.9781,2.06881,3.05129,13.8503,5.3186,8.52965,9.38713,0,0,0,0,0,0,0,0,0,0,0,0,0.0374849,0.722761,-1.55692,0.0321889,0.682629,-1.58026,-0.038573,0.646838,-1.40222,-0.0350226,0.735358,-1.32543,-0.154169,0.840785,-1.30258,0.0787028,0.90471,-1.27135,-0.0164924,0.713402,-1.17204,0.0449032,0.889794,-1.17197,0.0564125,-0.177677,0.370363,0.0867157,-0.457773,0.00867051,-0.621363,0.443427,-0.865751,-0.671044,-0.0259521,-0.68883,
-9.29295,7.00787,12.1223,3.63005,11.9262,15.4244,2.10453,1.62386,17.3625,6.4276,28.3014,19.4209,0,0,0,0,0,0,0,0,0,0,0,0,0.0333376,0.720581,-1.54591,0.0286981,0.677077,-1.57896,-0.055084,0.663054,-1.42741,-0.0524797,0.745731,-1.35148,-0.144975,0.847646,-1.30989,0.0860185,0.892511,-1.29488,-0.0372169,0.718597,-1.14752,0.043061,1.28417,-1.03937,-0.373992,-0.0140248,0.624476,-0.347222,-0.056244,0.145647,-0.815886,1.04074,-1.43164,-0.852988,0.954929,-1.63966,
-6.64331,5.78472,10.372,6.31403,9.15457,12.8469,0.73072,-0.289469,23.3792,3.97003,25.0432,32.2554,0,0,0,0,0,0,0,0,0,0,0,0,0.0215957,0.722737,-1.52928,0.0173525,0.681042,-1.57244,-0.0727763,0.694246,-1.46665,-0.0647846,0.788639,-1.40057,-0.117101,0.832738,-1.31757,0.114471,0.857805,-1.32768,-0.0800851,0.733761,-1.09456,0.00769316,1.3222,-0.874392,-0.71637,0.192978,0.924843,-0.707296,0.412646,0.447354,-0.823783,1.79112,-2.11938,0.0118132,3.12911,-2.41152,
