tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_cal_10,tau_cal_11,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,tau_est_10,tau_est_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,
-2.42281,-1.96693,9.08867,-1.11534,-0.248914,-0.242023,0.53985,-0.310821,-0.640502,2.99511,3.7484,11.9274,0,0,0,0,0,0,0,0,0,0,0,0,0.0733462,0.744153,-1.61313,-0.0904112,0.812162,-1.62018,0.0256757,0.847387,-1.62335,-0.0400197,0.820307,-1.60365,0.0181321,0.699099,-1.38953,-0.121728,0.77514,-1.63382,0.0341712,0.825472,-1.6596,0.0360402,0.920857,-1.31702,0.21425,0.164772,-0.14441,-0.137338,-1.23198,-0.30376,-0.200028,-0.565765,-0.809832,0.0472813,0.273592,-0.461926,
-2.57221,-2.37962,8.90539,-1.12703,0.0811543,-0.099463,0.672673,0.164997,-0.218257,2.95866,3.55645,12.1631,0,0,0,0,0,0,0,0,0,0,0,0,0.0781726,0.748131,-1.61636,-0.0921167,0.786552,-1.62469,0.0209948,0.834055,-1.64079,-0.0389868,0.826912,-1.61437,0.019418,0.693371,-1.3975,-0.121454,0.762305,-1.63175,0.0327419,0.824059,-1.66579,0.0361468,0.923607,-1.32273,0.222031,0.18922,-0.150634,-0.0464519,-1.05102,-0.183092,-0.202789,-0.564858,-0.78179,0.0466843,0.311372,-0.497426,
-2.65637,-2.50199,8.82253,-1.06282,0.106885,0.143045,0.665305,0.243941,-0.146543,2.91104,3.42897,12.2817,0,0,0,0,0,0,0,0,0,0,0,0,0.0834507,0.752656,-1.62009,-0.0930858,0.767464,-1.62992,0.0171493,0.823435,-1.65597,-0.0379118,0.834171,-1.62605,0.022286,0.694595,-1.40367,-0.120499,0.753556,-1.62996,0.0308721,0.822046,-1.67287,0.0357659,0.926826,-1.33063,0.209786,0.179569,-0.165736,-0.0337179,-0.663206,-0.144748,-0.116394,-0.299493,-0.529412,0.0360626,0.277245,-0.465208,
-2.62549,-2.40181,8.74089,-0.962453,-0.0254743,0.342601,0.578422,0.10232,-0.288243,2.86406,3.36355,12.0829,0,0,0,0,0,0,0,0,0,0,0,0,0.0865708,0.75521,-1.62277,-0.0937689,0.760076,-1.63361,0.0159116,0.820325,-1.6631,-0.0374758,0.837971,-1.63288,0.0254725,0.698685,-1.40856,-0.119172,0.751229,-1.63215,0.0294859,0.82091,-1.68302,0.034645,0.927114,-1.34067,0.181555,0.140777,-0.172169,-0.0536726,-0.328425,-0.284346,-0.0354497,-0.0789125,-0.508442,0.0207736,0.202179,-0.394837,
-2.72364,-2.32647,8.73416,-0.959465,-0.0646862,0.433013,0.617434,0.066968,-0.467449,2.80963,3.27343,11.9586,0,0,0,0,0,0,0,0,0,0,0,0,0.0906537,0.758013,-1.62663,-0.0943134,0.755872,-1.63961,0.0149686,0.818621,-1.67107,-0.0368488,0.841714,-1.64083,0.027091,0.702771,-1.4127,-0.118537,0.751369,-1.6346,0.0290765,0.818834,-1.69123,0.0340699,0.927252,-1.35038,0.181139,0.116795,-0.177173,-0.00950031,-0.115434,-0.23286,-0.0531154,-0.0584374,-0.33894,0.0271217,0.148101,-0.34062,
-2.75961,-2.22354,8.73315,-0.949537,-0.0792249,0.504026,0.654484,0.0881533,-0.48904,2.78031,3.15829,11.8952,0,0,0,0,0,0,0,0,0,0,0,0,0.0942967,0.760205,-1.63018,-0.0944071,0.755021,-1.64583,0.0137164,0.817491,-1.67784,-0.0364016,0.844516,-1.64773,0.0292093,0.706915,-1.41561,-0.118193,0.752776,-1.64034,0.028175,0.818129,-1.69701,0.033506,0.926514,-1.35793,0.156116,0.0919563,-0.150272,-0.00189404,-0.0105779,-0.284133,-0.076138,-0.0626377,-0.27789,0.0159928,0.121606,-0.303165,
-2.79645,-2.16231,8.75632,-0.941509,-0.0282189,0.479783,0.679831,0.0962864,-0.509937,2.78142,3.07338,11.803,0,0,0,0,0,0,0,0,0,0,0,0,0.0974179,0.761971,-1.63331,-0.0944299,0.754611,-1.65084,0.01225,0.816806,-1.68268,-0.0362539,0.846249,-1.65234,0.0308835,0.70978,-1.41782,-0.117975,0.753685,-1.6449,0.0275498,0.817657,-1.70188,0.0334449,0.925772,-1.3644,0.135074,0.0746659,-0.136726,-0.000301555,-0.00883138,-0.242494,-0.0678415,-0.0622355,-0.258152,0.00653857,0.107542,-0.285544,
-2.81467,-2.09147,8.77037,-0.943743,0.0127919,0.453454,0.673952,0.134562,-0.421568,2.79032,3.04395,11.7884,0,0,0,0,0,0,0,0,0,0,0,0,0.0997362,0.763177,-1.63564,-0.0944249,0.754544,-1.65526,0.0112422,0.815719,-1.68895,-0.036155,0.848502,-1.65875,0.0325007,0.712482,-1.41956,-0.118003,0.754819,-1.65003,0.0267759,0.8181,-1.70586,0.0336707,0.926767,-1.37049,0.125247,0.0636739,-0.127023,0.000620682,-0.00176743,-0.244156,-0.0526034,-0.0393181,-0.254759,0.0027067,0.0866749,-0.257715,
-2.84417,-2.01825,8.79228,-0.948752,0.0479223,0.436023,0.662111,0.173035,-0.35191,2.80342,3.02697,11.8031,0,0,0,0,0,0,0,0,0,0,0,0,0.102145,0.764381,-1.63813,-0.0944047,0.754519,-1.65997,0.0103863,0.81519,-1.69414,-0.0361246,0.850187,-1.66384,0.0339707,0.715394,-1.42141,-0.118094,0.755694,-1.6548,0.0259944,0.818985,-1.70928,0.0339754,0.927977,-1.37511,0.117209,0.0587748,-0.123181,0.00116903,-0.000922876,-0.229266,-0.0377884,-0.0212125,-0.253649,0.000580439,0.0846202,-0.254175,
-2.86865,-1.93616,8.85039,-0.951661,0.0716597,0.432023,0.638514,0.214089,-0.296641,2.81869,3.02454,11.8676,0,0,0,0,0,0,0,0,0,0,0,0,0.104585,0.765553,-1.64078,-0.0943734,0.754491,-1.66479,0.00977551,0.814893,-1.69929,-0.0361463,0.851914,-1.66926,0.0355105,0.718364,-1.42254,-0.118129,0.756249,-1.65937,0.0253191,0.820137,-1.71277,0.0342621,0.929331,-1.37857,0.105686,0.048596,-0.120864,0.00141696,-0.00134525,-0.215377,-0.0167704,-0.00433303,-0.242767,-0.002357,0.0721725,-0.240191,
